City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
454,Maniitsoq,GL,65.4167,-52.9,37.98,86,77,2.06,broken clouds
455,Vila Velha,BR,-20.3297,-40.2925,71.55,94,0,3.44,clear sky
456,Qaqortoq,GL,60.7167,-46.0333,43.5,65,0,6.62,clear sky
457,Majengo,TZ,-5.15,38.9833,64.63,94,21,7.54,few clouds
458,Ashland,US,40.8167,-82.2665,73.94,75,26,6.93,scattered clouds
459,Nabire,ID,-3.3667,135.4833,80.92,85,53,4.27,broken clouds
460,Adrar,MR,20.5022,-10.0711,87.12,29,0,10.71,clear sky
461,Biaora,IN,23.8667,76.9167,86.41,57,49,7.65,scattered clouds
462,Liverpool,GB,53.4106,-2.9779,57.61,84,0,4.61,clear sky
463,Tanout,NE,14.9709,8.8879,83.37,41,8,9.6,clear sky
464,Caramay,PH,10.1815,119.236,85.62,67,99,6.26,overcast clouds
465,Guerrero Negro,MX,27.9769,-114.0611,69.89,71,0,16.67,clear sky
466,Sambava,MG,-14.2667,50.1667,67.75,70,85,12.93,overcast clouds
467,Agen,FR,44.2,0.6333,63.55,100,0,1.14,clear sky
468,Omboue,GA,-1.5746,9.2618,68.4,90,16,5.01,few clouds
469,Kununurra,AU,-15.7667,128.7333,82.38,26,98,13.8,overcast clouds
470,Pavagada,IN,14.1,77.2667,76.53,72,100,15.08,overcast clouds
471,Palasa,IN,18.7667,84.4167,86.23,66,100,5.97,overcast clouds
472,Ukiah,US,39.1502,-123.2078,89.49,23,0,4.61,clear sky
473,Torbay,CA,47.6666,-52.7314,57.58,81,20,11.5,few clouds
474,Cabedelo,BR,-6.9811,-34.8339,70.47,86,100,3.89,moderate rain
475,Aksu,CN,41.1231,80.2644,85.35,22,100,6.06,overcast clouds
476,Quelimane,MZ,-17.8786,36.8883,67.95,88,75,8.05,drizzle
477,Havelock,US,34.8791,-76.9013,80.55,94,100,1.01,overcast clouds
478,Teya,RU,60.3778,92.6267,74.57,35,63,9.89,broken clouds
479,Port Hedland,AU,-20.3167,118.5667,84.25,23,4,11.5,clear sky
480,Baragua,CU,21.6967,-78.6328,75.4,89,13,6.76,few clouds
481,Pacific Grove,US,36.6177,-121.9166,64.35,87,83,7.0,broken clouds
482,Almaznyy,RU,48.0448,40.045,59.38,70,39,3.11,scattered clouds
483,Shimoda,JP,34.6667,138.95,75.56,86,95,3.71,overcast clouds
484,Okato,NZ,-39.2,173.8833,55.9,100,61,6.35,broken clouds
485,Warman,CA,52.3168,-106.5679,67.91,60,40,8.05,scattered clouds
486,Skhisma,GR,35.2667,25.7167,76.89,49,0,2.8,clear sky
487,Rio Gallegos,AR,-51.6226,-69.2181,35.65,75,0,20.71,clear sky
488,Carmelo,UY,-33.9892,-58.2856,43.0,83,100,9.51,overcast clouds
489,Jalu,LY,29.0331,21.5482,76.86,51,0,7.16,clear sky
490,Teguldet,RU,57.3064,88.1667,71.42,57,12,4.41,few clouds
491,Kaitangata,NZ,-46.2817,169.8464,46.35,54,75,1.97,broken clouds
492,Nivala,FI,63.9167,24.9667,56.68,91,100,7.31,overcast clouds
493,Baraboo,US,43.4711,-89.7443,69.69,72,0,0.0,clear sky
494,Montijo,PT,38.7067,-8.9739,65.59,84,20,3.44,few clouds
495,Suffolk,US,40.8668,-72.7996,62.46,94,75,4.61,mist
496,Nsanje,MW,-16.92,35.262,61.92,95,32,2.15,light rain
497,Ilebo,CD,-4.3167,20.5833,67.48,96,5,1.63,clear sky
498,Dunedin,NZ,-45.8742,170.5036,50.81,62,97,0.67,overcast clouds
499,Luebo,CD,-5.35,21.4167,65.93,63,18,1.39,few clouds
500,Solvychegodsk,RU,61.3305,46.9156,52.3,90,100,5.08,overcast clouds
501,Kingaroy,AU,-26.5333,151.8333,68.25,41,0,1.12,clear sky
502,Zambezi,ZM,-13.5432,23.1047,50.47,66,0,6.58,clear sky
503,Uhlove,UA,44.8215,33.6045,64.02,71,78,14.29,light rain
504,Acajutla,SV,13.5928,-89.8275,77.92,82,98,0.89,light rain
505,Suntar,RU,62.1444,117.6319,82.96,30,92,2.8,overcast clouds
506,Requena,ES,39.4883,-1.1004,63.79,51,0,7.81,clear sky
507,Mehendiganj,BD,22.8167,90.5333,85.14,73,100,11.05,overcast clouds
508,Ligayan,PH,4.6533,119.4706,83.86,68,87,4.65,overcast clouds
509,Faya,SA,18.3851,42.4509,68.11,53,88,3.24,overcast clouds
510,Souris,CA,49.6172,-100.2612,73.26,76,4,10.0,clear sky
511,Asfi,MA,32.2994,-9.2372,64.38,80,1,5.91,clear sky
512,Mana,GF,5.6592,-53.7767,76.39,88,18,6.62,few clouds
513,Talnakh,RU,69.4865,88.3972,83.21,25,0,6.08,clear sky
514,Calabozo,VE,8.9242,-67.4293,74.84,87,98,4.05,overcast clouds
515,La Seyne-Sur-Mer,FR,43.0982,5.8847,73.53,87,17,1.01,few clouds
516,Tenkodogo,BF,11.78,-0.3697,76.68,75,94,5.59,overcast clouds
517,Medea,DZ,36.2642,2.7539,65.52,79,100,2.55,overcast clouds
518,Gold Coast,AU,-28.0,153.4333,73.9,74,2,9.22,clear sky
519,Port Moresby,PG,-9.4431,147.1797,85.42,74,75,17.27,haze
520,Znamenskoye,RU,57.1281,73.8282,58.32,97,100,7.11,light rain
521,Wlodawa,PL,51.55,23.55,51.94,81,96,3.42,overcast clouds
522,Manvi,IN,15.9833,77.05,80.17,60,100,13.67,overcast clouds
523,Acapulco,MX,16.8634,-99.8901,73.22,94,100,18.41,overcast clouds
524,Salinopolis,BR,-0.6136,-47.3561,76.68,86,95,9.08,overcast clouds
525,Laguna,US,38.421,-121.4238,93.45,34,0,5.75,clear sky
526,San Patricio,US,28.017,-97.5169,84.88,74,0,10.98,clear sky
527,Fort Nelson,CA,58.8053,-122.7002,56.79,94,100,4.61,light intensity shower rain
528,Buin,CL,-33.7333,-70.75,54.73,76,100,4.07,overcast clouds
529,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.15,93,1,15.26,clear sky
530,Makakilo City,US,21.3469,-158.0858,82.72,54,0,16.11,clear sky
531,Atherton,GB,53.5237,-2.4935,57.29,87,18,1.01,few clouds
532,Madhupur,IN,24.25,86.65,86.31,65,11,8.39,few clouds
533,Pingliang,CN,35.5392,106.6861,79.39,39,3,6.04,clear sky
534,Lat Yao,TH,15.751,99.7893,89.04,54,100,2.93,light rain
535,Sampit,ID,-2.5333,112.95,80.46,78,94,3.42,overcast clouds
536,Salinas,US,36.6777,-121.6555,72.21,64,0,5.75,clear sky
537,Ust-Karsk,RU,52.7011,118.8077,69.8,64,64,5.5,light rain
538,Camocim,BR,-2.9022,-40.8411,74.89,84,99,8.99,overcast clouds
539,Knysna,ZA,-34.0363,23.0471,61.61,69,62,5.86,broken clouds
540,Berbera,SO,10.4396,45.0143,86.97,49,100,18.39,overcast clouds
541,Betanzos,ES,43.2804,-8.2147,61.11,88,100,3.44,overcast clouds
542,Saint-Paul,RE,-21.0096,55.2707,67.35,78,14,10.47,few clouds
543,Staryy Nadym,RU,65.6118,72.6842,76.87,50,5,3.36,clear sky
544,Kloulklubed,PW,7.0419,134.2556,84.7,71,95,7.52,overcast clouds
545,Hammerfest,NO,70.6634,23.6821,52.25,62,75,11.5,broken clouds
546,Letpadan,MM,17.7833,95.75,81.19,71,100,5.84,overcast clouds
547,Nepa Nagar,IN,21.4667,76.4,84.24,65,88,3.78,overcast clouds
548,Nishihara,JP,26.1842,127.7558,89.65,79,40,16.11,scattered clouds
549,Gambela,ET,8.25,34.5833,69.89,89,100,5.01,light rain
550,Lumby,CA,50.2498,-118.969,70.05,30,0,6.91,clear sky
551,Kokopo,PG,-4.352,152.2633,85.57,63,41,8.14,scattered clouds
552,Chipinge,ZW,-20.1883,32.6236,47.41,94,8,3.42,clear sky
553,Tuzah,TN,35.6354,10.8273,71.26,83,0,2.3,clear sky
554,Shaowu,CN,27.3409,117.4831,91.56,50,61,5.59,broken clouds
555,Nizwa,OM,22.9333,57.5333,84.31,59,3,1.01,clear sky
556,Berlevag,NO,70.8578,29.0864,48.2,81,100,2.3,overcast clouds
557,Aitape,PG,-3.1374,142.3475,86.88,61,13,7.0,few clouds
558,Kamaishi,JP,39.2667,141.8833,69.42,79,100,10.56,overcast clouds
559,Tiznit,MA,29.5833,-9.5,59.76,72,2,1.45,clear sky
560,Vizianagaram,IN,18.1167,83.4167,89.11,59,99,5.5,overcast clouds
561,Bandarbeyla,SO,9.4942,50.8122,77.9,75,100,26.8,overcast clouds
562,Neiafu,TO,-18.65,-173.9833,79.48,65,20,8.05,few clouds
563,Marathon,US,44.9,-89.7668,69.33,70,0,3.44,clear sky
564,Chandrakona,IN,22.7333,87.5167,88.61,61,35,7.14,scattered clouds
565,Verkhnetulomskiy,RU,68.6073,31.7962,51.93,72,70,3.24,broken clouds
566,Chuguyevka,RU,44.1653,133.8633,59.11,99,100,4.41,moderate rain
567,Ouesso,CG,1.6136,16.0517,69.12,98,93,1.88,overcast clouds
568,Vanersborg,SE,58.3807,12.3234,58.77,88,100,9.22,overcast clouds
569,Warwick,US,41.7001,-71.4162,63.88,86,40,5.75,scattered clouds
570,Andalan,PH,5.9594,121.3903,83.53,69,92,8.28,overcast clouds
571,Hay River,CA,60.8156,-115.7999,53.56,58,75,11.5,broken clouds
572,Sulphur,US,30.2366,-93.3774,85.98,82,0,4.61,clear sky
573,Srednekolymsk,RU,67.45,153.6833,54.73,48,99,10.65,overcast clouds
574,Bafoulabe,ML,13.8065,-10.8321,77.77,72,100,5.86,overcast clouds
575,Itarema,BR,-2.9248,-39.9167,74.08,86,99,8.79,overcast clouds
576,Karratha,AU,-20.7377,116.8463,80.28,25,1,15.01,clear sky
577,Peniche,PT,39.3558,-9.3811,60.46,92,14,6.89,few clouds
578,Novyy Urengoy,RU,66.0833,76.6333,78.8,42,4,5.12,clear sky
579,Nouakchott,MR,18.0858,-15.9785,78.73,79,7,14.79,clear sky
580,Finote Selam,ET,10.7,37.2667,56.28,92,97,2.26,light rain
581,Nunchia,CO,5.6406,-72.1986,71.8,91,82,3.0,broken clouds
582,Half Moon Bay,US,37.4636,-122.4286,77.29,76,0,19.57,clear sky
583,Oga,IT,46.4631,10.347,52.81,87,3,2.04,clear sky
584,Saint-Georges,GD,12.0564,-61.7485,80.28,83,20,13.8,few clouds
585,Baykit,RU,61.67,96.37,72.46,35,99,4.99,overcast clouds
586,Arys,KZ,42.4252,68.795,76.3,61,94,15.9,overcast clouds
587,Opuwo,NA,-18.0607,13.84,45.75,37,0,3.02,clear sky
588,Spirit River,CA,55.7833,-118.8361,63.03,68,23,4.7,few clouds
589,Kyotera,UG,-0.6156,31.5175,60.31,66,65,3.58,broken clouds
590,Wagar,SD,16.1525,36.2032,83.53,52,27,16.31,scattered clouds
591,Fayaoue,NC,-20.65,166.5333,73.83,60,100,9.91,overcast clouds
592,Yeppoon,AU,-23.1333,150.7333,74.98,59,0,10.04,clear sky
593,Lucenec,SK,48.3325,19.6671,63.03,62,100,4.0,overcast clouds
594,La Ronge,CA,55.1001,-105.2842,64.65,59,40,4.61,scattered clouds
595,Agua Verde,MX,22.9,-106.05,78.89,79,75,7.2,broken clouds
596,Richards Bay,ZA,-28.783,32.0377,64.13,73,81,6.85,broken clouds
597,Vestmannaeyjar,IS,63.4427,-20.2734,46.71,73,100,2.77,overcast clouds
598,Meulaboh,ID,4.1363,96.1285,81.55,73,94,3.89,overcast clouds
599,Nuuk,GL,64.1835,-51.7216,34.41,100,100,5.75,overcast clouds
600,San Ignacio,BZ,17.1561,-89.0714,73.54,94,0,0.0,clear sky
601,Orapa,BW,-21.2833,25.3667,52.03,62,5,11.56,clear sky
602,Chiungutwa,TZ,-10.8833,38.9833,57.47,89,0,1.03,clear sky
603,Nakamura,JP,32.9833,132.9333,82.54,75,95,4.43,overcast clouds
604,Fukue,JP,32.6881,128.8419,77.36,100,75,14.97,broken clouds
605,Margate,GB,51.3813,1.3862,62.31,93,27,1.99,scattered clouds
606,Macomer,IT,40.262,8.7699,69.62,57,99,4.43,overcast clouds
607,Arlit,NE,18.7369,7.3853,89.35,25,7,6.71,clear sky
608,Atambua,ID,-9.1061,124.8925,81.81,58,87,5.37,overcast clouds
609,Lopatinskiy,RU,55.3406,38.7256,57.06,82,36,8.48,scattered clouds
610,Mapiripan,CO,2.8892,-72.1256,72.27,93,62,0.4,broken clouds
611,Ketchikan,US,55.3422,-131.6461,52.27,87,100,3.44,light rain
612,Yovon,TJ,38.3141,69.0378,73.08,30,18,3.71,few clouds
613,Cambridge,CA,43.3601,-80.3127,69.19,64,0,11.5,clear sky
614,Ucluelet,CA,48.9329,-125.5528,55.09,82,2,3.0,clear sky
615,The Valley,AI,18.217,-63.0578,82.26,73,7,12.5,clear sky
616,Tazovskiy,RU,67.4667,78.7,74.03,40,29,11.95,scattered clouds
617,Tilichiki,RU,60.4667,166.1,47.77,88,100,3.06,overcast clouds
618,La Sarre,CA,48.8002,-79.1996,54.03,91,0,3.56,clear sky
619,Ancud,CL,-41.8697,-73.8203,38.23,78,3,6.98,clear sky
620,Alyangula,AU,-13.8483,136.4192,80.51,65,9,17.22,clear sky
621,Valparaiso,CL,-33.0393,-71.6273,56.48,79,100,12.66,overcast clouds
622,Vaitape,PF,-16.5167,-151.75,80.28,68,11,9.42,few clouds
623,Corowa,AU,-36.0333,146.3833,55.58,98,100,3.22,overcast clouds
624,Gamagori,JP,34.8333,137.2333,87.96,74,82,5.23,broken clouds
625,Klichka,RU,50.4457,117.996,75.13,34,100,8.01,light rain
626,Tuscaloosa,US,33.2098,-87.5692,83.08,77,0,0.0,clear sky
627,Tyrma,RU,50.0833,132.1667,76.91,56,93,5.97,overcast clouds
628,Tuatapere,NZ,-46.1333,167.6833,49.44,64,57,4.45,broken clouds
629,Yagodnoye,RU,62.55,149.6667,72.03,48,100,12.91,light rain
630,Farafangana,MG,-22.8167,47.8333,65.48,80,97,10.8,light rain
631,Mocuba,MZ,-16.8392,36.9856,61.75,95,34,2.98,scattered clouds
632,Ishigaki,JP,24.3448,124.1572,87.93,79,40,10.36,scattered clouds
633,Sri Aman,MY,1.2376,111.4621,78.85,94,20,0.0,light rain
634,Youghal,IE,51.95,-7.8506,55.09,92,13,2.46,few clouds
635,El Paujil,CO,1.5701,-75.3286,69.91,96,79,2.46,broken clouds
636,Canberra,AU,-35.2835,149.1281,55.69,82,100,14.97,overcast clouds
637,Payo,ID,-3.7508,103.6372,77.34,88,93,0.67,overcast clouds
638,Touros,BR,-5.1989,-35.4608,74.21,91,100,6.29,heavy intensity rain
639,Jiayuguan,CN,39.8167,98.3,85.23,14,5,18.1,clear sky
640,Si Chiang Mai,TH,17.9564,102.5867,88.09,84,40,2.3,moderate rain
641,Garoua,CM,9.3,13.4,75.15,80,75,3.83,broken clouds
642,Ville-Marie,CA,47.3335,-79.433,59.36,82,14,5.99,few clouds
643,Takhtamygda,RU,54.1,123.5667,64.06,88,98,2.01,light rain
644,Dong Xoai,VN,11.5333,106.9167,86.2,68,98,0.45,overcast clouds
645,Porto Velho,BR,-8.7619,-63.9039,73.45,94,0,0.0,clear sky
646,Thessalon,CA,46.2501,-83.5666,55.69,72,0,11.25,clear sky
647,Comodoro Rivadavia,AR,-45.8667,-67.5,28.26,74,0,2.3,clear sky
648,Rosario,AR,-32.9468,-60.6393,41.95,73,0,10.36,clear sky
649,Lamu,KE,-2.2717,40.902,79.02,77,56,18.63,broken clouds
650,Trat,TH,12.5,102.5,86.2,90,100,1.63,overcast clouds
651,Nimes,FR,43.8333,4.35,74.59,94,100,10.36,overcast clouds
652,Jiblah,YE,13.9216,44.1467,69.22,41,88,3.24,overcast clouds
653,Misratah,LY,32.3754,15.0925,75.18,71,0,6.67,clear sky
654,Kibungo,RW,-2.1597,30.5427,59.92,80,80,2.01,broken clouds
655,Naron,ES,43.5167,-8.1528,61.03,94,99,6.06,overcast clouds
656,Churapcha,RU,62.0025,132.4325,79.11,40,5,6.17,clear sky
657,Heilbron,ZA,-27.2812,27.9709,46.35,85,100,12.73,overcast clouds
658,Saint-Leu,RE,-21.15,55.2833,66.31,78,57,17.11,light rain
659,Gat,IL,31.61,34.7642,72.39,100,1,5.75,clear sky
660,Redcliffe,AU,-27.2307,153.0973,74.14,56,20,9.22,few clouds
661,Berkak,NO,62.825,10.0118,52.92,84,100,2.46,overcast clouds
662,Dongsheng,CN,39.8161,109.9776,82.29,26,0,21.61,clear sky
663,San Vicente,AR,-26.6167,-54.1333,61.86,100,93,0.83,overcast clouds
664,Huanren,CN,41.2647,125.3667,68.34,98,100,4.12,overcast clouds
665,Redmond,US,47.674,-122.1215,67.28,71,93,5.03,overcast clouds
666,Darnah,LY,32.767,22.6367,75.51,65,0,12.59,clear sky
667,Eureka,US,40.8021,-124.1637,60.21,80,16,3.0,few clouds
668,Mahibadhoo,MV,3.7833,72.9667,83.12,74,100,6.04,overcast clouds
669,Los Alamos,US,35.8881,-106.307,60.66,88,100,5.75,overcast clouds
670,Bukachacha,RU,52.9833,116.9167,63.28,66,100,7.18,light rain
671,Phan Thiet,VN,10.9333,108.1,87.62,58,99,3.09,overcast clouds
672,Grandola,PT,38.1772,-8.5668,60.35,92,12,4.29,few clouds
673,Anadyr,RU,64.75,177.4833,52.3,87,75,15.66,light rain
674,Aracuai,BR,-16.8497,-42.0703,64.11,82,3,2.82,clear sky
675,Springdale,US,36.1867,-94.1288,78.98,85,0,0.0,clear sky
676,Lichuan,CN,30.3,108.85,69.69,97,100,1.97,light rain
677,Karangasem,ID,-8.45,115.6167,83.21,68,85,11.7,overcast clouds
678,Dalen,NL,52.6992,6.7556,55.08,92,7,3.0,clear sky
679,Saint Marys,US,30.7305,-81.5465,80.06,74,0,10.36,clear sky
680,Baie-Comeau,CA,49.2168,-68.1489,55.08,82,100,5.75,overcast clouds
681,Puerto Escondido,MX,15.85,-97.0667,76.48,91,100,8.05,overcast clouds
682,Phuket,TH,8.0,98.25,88.12,79,75,10.36,light rain
683,Soe,ID,-9.8607,124.284,75.87,57,100,10.71,overcast clouds
684,Eha Amufu,NG,6.6592,7.7596,70.7,98,100,3.69,light rain
